Id,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Id_HomeTeam,Id_AwayTeam
7110,SP1,30/09/13,Granada,Athletic Club,2,0,H,0,0,D,13,11,5,4,17,10,5,2,2,1,0,0,2.75,3.3,2.5,2.65,3.3,2.6,27,1
7111,SP1,04/10/13,Malaga,Osasuna,0,1,A,0,1,A,15,13,3,6,7,14,6,6,1,5,0,0,1.53,4.0,6.0,1.57,3.8,6.0,33,12
7112,SP1,04/10/13,Villarreal,Granada,3,0,H,1,0,H,16,8,4,1,9,13,6,4,0,1,0,0,1.44,4.33,7.0,1.48,4.0,7.25,19,27
7113,SP1,05/10/13,Barcelona,Valladolid,4,1,H,1,1,D,21,7,8,1,7,15,7,4,0,3,0,0,1.09,10.0,21.0,1.1,9.0,21.0,3,18
7114,SP1,05/10/13,Elche,Espanyol,2,1,H,1,0,H,12,13,6,3,13,19,4,5,1,1,0,1,2.5,3.3,2.75,2.5,3.2,2.85,7,8
7115,SP1,05/10/13,Levante,Real Madrid,2,3,A,0,0,D,13,27,5,10,18,13,3,8,1,3,0,0,9.0,5.0,1.33,8.25,5.0,1.34,31,14
7116,SP1,05/10/13,Rayo Vallecano,Real Sociedad,1,0,H,0,0,D,11,18,1,6,9,8,7,6,2,2,0,0,2.9,3.4,2.38,2.75,3.4,2.45,13,15
7117,SP1,06/10/13,Athletic Club,Valencia,1,1,D,0,1,A,17,12,8,5,8,6,9,2,2,2,0,0,2.1,3.5,3.3,2.05,3.3,3.7,1,17
7118,SP1,06/10/13,Atletico Madrid,Celta Vigo,2,1,H,1,0,H,23,3,12,2,12,16,13,0,1,3,0,0,1.22,6.0,13.0,1.22,6.0,13.5,2,6
7119,SP1,06/10/13,Getafe,Betis,3,1,H,3,0,H,11,15,5,4,19,14,5,10,3,3,0,0,2.4,3.3,2.88,2.4,3.3,2.9,9,4
7120,SP1,06/10/13,Sevilla,Almeria,2,1,H,1,1,D,22,11,6,4,14,9,12,3,4,5,0,0,1.44,4.33,7.0,1.48,4.33,6.5,16,0
7121,SP1,19/10/13,Espanyol,Atletico Madrid,1,0,H,0,0,D,9,6,3,0,16,22,3,3,5,4,0,0,5.25,3.6,1.67,5.25,3.6,1.67,8,2
7122,SP1,19/10/13,Osasuna,Barcelona,0,0,D,0,0,D,4,12,1,3,13,8,2,5,3,2,0,0,12.0,6.0,1.22,12.5,6.0,1.22,12,3
7123,SP1,19/10/13,Real Madrid,Malaga,2,0,H,0,0,D,22,3,15,1,5,12,10,1,1,5,0,0,1.2,7.0,11.0,1.17,7.0,14.5,14,33
7124,SP1,19/10/13,Valencia,Real Sociedad,1,2,A,0,1,A,16,8,4,3,13,10,8,2,3,1,0,0,1.73,3.5,5.0,1.75,3.75,4.5,17,15
7125,SP1,20/10/13,Almeria,Rayo Vallecano,0,1,A,0,0,D,6,16,2,10,21,13,7,6,2,3,0,1,1.91,3.6,3.75,1.83,3.6,4.1,0,13
7126,SP1,20/10/13,Betis,Elche,1,2,A,1,2,A,15,7,7,4,22,8,6,7,4,2,0,1,1.73,3.5,5.0,1.72,3.5,5.0,4,7
7127,SP1,20/10/13,Granada,Getafe,0,2,A,0,0,D,12,15,5,7,21,12,9,3,3,2,1,0,2.1,3.4,3.4,2.05,3.3,3.7,27,9
7128,SP1,20/10/13,Valladolid,Sevilla,2,2,D,0,2,A,11,16,5,6,14,17,6,5,2,3,0,0,2.8,3.4,2.4,2.9,3.4,2.35,18,16
7129,SP1,21/10/13,Athletic Club,Villarreal,2,0,H,2,0,H,19,6,3,2,14,13,8,4,5,2,0,1,2.2,3.4,3.2,2.2,3.4,3.2,1,19
7130,SP1,21/10/13,Celta Vigo,Levante,0,1,A,0,0,D,15,6,4,3,11,14,2,0,2,1,0,0,2.05,3.4,3.5,2.05,3.25,3.7,6,31
7131,SP1,25/10/13,Rayo Vallecano,Valladolid,0,3,A,0,2,A,17,9,4,6,7,27,8,1,2,2,0,0,1.91,3.6,3.8,2.0,3.3,3.8,13,18
7132,SP1,26/10/13,Barcelona,Real Madrid,2,1,H,1,0,H,12,10,5,6,19,16,4,3,2,5,0,0,1.75,4.0,4.33,1.78,4.1,3.8,3,14
7133,SP1,26/10/13,Elche,Granada,0,1,A,0,1,A,8,14,1,3,12,8,5,4,2,3,0,0,1.91,3.4,4.0,1.9,3.25,4.25,7,27
7134,SP1,26/10/13,Levante,Espanyol,3,0,H,2,0,H,6,20,3,6,14,23,3,11,2,5,0,0,2.4,3.3,2.9,2.5,3.1,2.95,31,8
7135,SP1,26/10/13,Malaga,Celta Vigo,0,5,A,0,2,A,7,16,1,9,14,11,5,6,2,0,0,0,1.7,3.6,5.0,1.65,3.7,5.25,33,6
7136,SP1,27/10/13,Atletico Madrid,Betis,5,0,H,1,0,H,16,9,12,1,14,7,6,5,0,2,0,0,1.25,5.5,12.0,1.25,5.5,11.5,2,4
7137,SP1,27/10/13,Sevilla,Osasuna,2,1,H,0,0,D,23,7,4,3,11,11,9,3,1,4,0,1,1.5,4.2,6.5,1.48,4.1,6.75,16,12
7138,SP1,27/10/13,Real Sociedad,Almeria,3,0,H,1,0,H,10,15,3,4,10,14,3,7,1,3,0,0,1.57,4.0,5.5,1.57,4.0,5.5,15,0
7139,SP1,27/10/13,Villarreal,Valencia,4,1,H,2,0,H,15,16,8,8,14,13,6,9,3,2,0,0,1.95,3.5,3.8,1.95,3.4,3.9,19,17
7140,SP1,28/10/13,Getafe,Athletic Club,0,1,A,0,1,A,14,6,3,5,13,22,9,4,0,3,0,0,2.63,3.2,2.7,2.65,3.2,2.7,9,1
7141,SP1,29/10/13,Celta Vigo,Barcelona,0,3,A,0,1,A,12,20,4,8,17,12,5,7,3,1,0,0,10.0,5.5,1.29,11.0,5.5,1.25,6,3
7142,SP1,29/10/13,Espanyol,Malaga,0,0,D,0,0,D,12,14,3,5,20,11,8,6,1,3,0,0,1.91,3.3,4.2,1.9,3.4,4.0,8,33
7143,SP1,30/10/13,Osasuna,Rayo Vallecano,3,1,H,2,0,H,10,21,6,5,10,9,5,10,0,2,1,0,2.1,3.3,3.5,2.05,3.2,3.75,12,13
7144,SP1,30/10/13,Real Madrid,Sevilla,7,3,H,3,2,H,18,16,10,6,17,15,2,1,3,2,0,1,1.18,7.0,13.0,1.19,6.5,13.5,14,16
7145,SP1,30/10/13,Valencia,Almeria,1,2,A,1,0,H,19,8,7,4,14,17,5,2,0,5,0,0,1.4,4.5,8.0,1.4,4.6,7.5,17,0
7146,SP1,30/10/13,Valladolid,Real Sociedad,2,2,D,0,1,A,18,16,7,6,15,7,11,4,4,1,0,0,2.8,3.3,2.5,2.7,3.3,2.5,18,15
7147,SP1,31/10/13,Athletic Club,Elche,2,2,D,0,1,A,17,11,5,6,11,10,8,3,3,2,0,0,1.62,3.75,5.5,1.65,3.7,5.25,1,7
7148,SP1,31/10/13,Betis,Levante,0,0,D,0,0,D,16,17,5,4,12,14,4,3,1,6,1,0,1.8,3.5,4.5,1.78,3.5,4.4,4,31
7149,SP1,31/10/13,Granada,Atletico Madrid,1,2,A,0,1,A,10,7,1,6,15,16,5,5,2,2,0,1,6.0,4.0,1.53,6.5,3.75,1.55,27,2
7150,SP1,31/10/13,Villarreal,Getafe,0,2,A,0,1,A,12,9,3,4,12,14,9,8,1,4,1,0,1.44,4.2,7.5,1.5,4.0,6.5,19,9
7151,SP1,01/11/13,Barcelona,Espanyol,1,0,H,0,0,D,19,8,5,2,7,19,9,2,1,3,0,0,1.09,10.0,26.0,1.09,10.5,18.0,3,8
7152,SP1,02/11/13,Almeria,Valladolid,1,0,H,1,0,H,14,8,7,2,15,13,3,5,4,2,0,1,2.15,3.3,3.4,2.15,3.25,3.4,0,18
7153,SP1,02/11/13,Sevilla,Celta Vigo,0,1,A,0,0,D,14,17,4,4,12,15,10,5,2,1,0,0,1.5,4.33,6.0,1.5,4.2,6.25,16,6
7154,SP1,02/11/13,Real Sociedad,Osasuna,5,0,H,1,0,H,17,5,8,1,8,6,9,2,2,0,0,1,1.57,4.0,5.75,1.62,3.6,6.0,15,12
7155,SP1,02/11/13,Rayo Vallecano,Real Madrid,2,3,A,0,2,A,23,11,6,5,13,12,6,1,3,5,0,0,11.0,6.0,1.25,10.0,6.0,1.25,13,14
7156,SP1,03/11/13,Atletico Madrid,Athletic Club,2,0,H,2,0,H,15,2,8,0,15,21,3,0,5,2,0,1,1.3,5.0,11.0,1.34,4.75,9.25,2,1
7157,SP1,03/11/13,Getafe,Valencia,0,1,A,0,1,A,14,16,5,5,17,7,6,6,6,2,0,0,2.6,3.2,2.75,2.55,3.25,2.75,9,17
7158,SP1,03/11/13,Levante,Granada,0,1,A,0,0,D,13,15,7,5,15,15,5,7,2,3,0,0,2.05,3.3,3.6,2.05,3.2,3.8,31,27
7159,SP1,03/11/13,Malaga,Betis,3,2,H,1,1,D,10,8,4,3,20,12,2,3,2,2,0,0,2.05,3.4,3.6,2.0,3.4,3.75,33,4
7160,SP1,04/11/13,Elche,Villarreal,0,1,A,0,0,D,5,16,0,6,19,11,9,9,3,3,0,0,3.3,3.3,2.2,3.3,3.25,2.2,7,19
7161,SP1,08/11/13,Granada,Malaga,3,1,H,0,0,D,16,17,10,6,17,17,7,5,3,3,0,0,2.3,3.2,3.2,2.25,3.25,3.2,27,33
7162,SP1,08/11/13,Osasuna,Almeria,0,1,A,0,1,A,20,4,5,2,9,16,12,5,2,3,0,0,2.05,3.4,3.5,2.1,3.3,3.5,12,0
7163,SP1,09/11/13,Athletic Club,Levante,2,1,H,0,1,A,21,7,9,3,19,24,11,2,3,5,1,0,1.5,4.1,6.5,1.55,3.8,6.25,1,31
7164,SP1,09/11/13,Celta Vigo,Rayo Vallecano,0,2,A,0,1,A,16,16,4,4,16,19,8,4,3,2,0,0,1.91,3.5,4.0,1.91,3.4,4.1,6,13
7165,SP1,09/11/13,Getafe,Elche,1,1,D,1,0,H,10,10,2,5,17,16,4,7,3,6,0,0,2.05,3.25,3.75,2.05,3.2,3.8,9,7
7166,SP1,09/11/13,Real Madrid,Real Sociedad,5,1,H,4,0,H,17,8,8,3,16,9,2,7,2,1,0,0,1.14,8.0,17.0,1.16,7.75,13.5,14,15
7167,SP1,10/11/13,Betis,Barcelona,1,4,A,0,2,A,16,11,5,8,18,12,9,0,3,2,0,0,11.0,6.0,1.25,11.5,6.0,1.23,4,3
7168,SP1,10/11/13,Espanyol,Sevilla,1,3,A,1,2,A,15,12,2,4,19,11,5,4,2,3,1,0,2.38,3.25,3.0,2.35,3.25,3.0,8,16
7169,SP1,10/11/13,Valencia,Valladolid,2,2,D,1,1,D,19,11,6,6,8,17,6,6,1,5,0,0,1.53,4.0,6.0,1.55,4.1,5.75,17,18
7170,SP1,10/11/13,Villarreal,Atletico Madrid,1,1,D,0,1,A,15,7,3,1,14,22,5,1,3,4,0,0,3.4,3.4,2.1,3.75,3.4,2.0,19,2
7171,SP1,22/11/13,Valladolid,Osasuna,0,1,A,0,0,D,7,10,3,3,8,17,6,1,4,4,0,0,2.0,3.4,3.75,1.95,3.3,4.0,18,12
7172,SP1,23/11/13,Almeria,Real Madrid,0,5,A,0,1,A,12,35,4,15,15,7,1,6,1,2,0,0,9.5,5.5,1.29,9.5,6.0,1.26,0,14
7173,SP1,23/11/13,Atletico Madrid,Getafe,7,0,H,2,0,H,24,2,13,1,10,12,8,3,2,2,0,1,1.22,5.75,13.0,1.26,5.25,12.5,2,9
7174,SP1,23/11/13,Barcelona,Granada,4,0,H,2,0,H,13,10,8,3,19,19,3,7,2,2,0,1,1.13,8.5,17.0,1.14,7.75,16.0,3,27
7175,SP1,23/11/13,Real Sociedad,Celta Vigo,4,3,H,1,2,A,23,10,12,5,11,24,7,3,2,2,0,1,1.67,3.6,5.25,1.67,3.75,5.0,15,6
7176,SP1,24/11/13,Elche,Valencia,2,1,H,0,0,D,9,25,3,8,14,10,2,7,3,2,0,0,2.75,3.3,2.5,2.85,3.2,2.5,7,17
7177,SP1,24/11/13,Levante,Villarreal,0,3,A,0,1,A,5,23,1,9,17,17,5,4,1,1,1,0,3.5,3.3,2.1,3.6,3.3,2.05,31,19
7178,SP1,24/11/13,Sevilla,Betis,4,0,H,2,0,H,16,8,4,1,16,21,3,1,1,4,0,1,1.67,3.75,5.0,1.7,3.8,4.75,16,4
7179,SP1,24/11/13,Rayo Vallecano,Espanyol,1,4,A,0,1,A,16,8,4,5,15,12,7,3,3,3,1,0,2.4,3.3,2.88,2.45,3.1,3.0,13,8
7180,SP1,25/11/13,Malaga,Athletic Club,1,2,A,1,0,H,8,10,1,6,20,9,5,3,4,1,1,0,2.6,3.25,2.7,2.45,3.4,2.75,33,1
7181,SP1,29/11/13,Getafe,Levante,1,0,H,0,0,D,15,11,2,1,15,19,4,5,3,1,0,0,1.83,3.4,4.5,1.85,3.4,4.33,9,31
7182,SP1,29/11/13,Villarreal,Malaga,1,1,D,1,0,H,7,8,3,3,12,11,9,8,1,4,0,0,1.44,4.33,7.0,1.45,4.1,7.5,19,33
7183,SP1,30/11/13,Celta Vigo,Almeria,3,1,H,1,1,D,17,6,6,3,11,12,7,3,1,2,0,0,1.91,3.4,4.0,1.9,3.4,4.1,6,0
7184,SP1,30/11/13,Elche,Atletico Madrid,0,2,A,0,0,D,10,12,2,4,14,13,9,6,2,4,0,0,7.0,4.0,1.5,7.25,3.9,1.5,7,2
7185,SP1,30/11/13,Espanyol,Real Sociedad,1,2,A,1,0,H,13,15,4,6,17,12,5,7,4,3,0,0,2.2,3.4,3.2,2.2,3.25,3.3,8,15
7186,SP1,30/11/13,Real Madrid,Valladolid,4,0,H,2,0,H,26,9,12,3,6,8,10,1,1,1,0,0,1.13,8.5,17.0,1.13,8.0,17.5,14,18
7187,SP1,01/12/13,Athletic Club,Barcelona,1,0,H,0,0,D,15,11,6,2,16,10,4,5,3,4,0,0,5.0,4.2,1.6,5.5,4.1,1.57,1,3
7188,SP1,01/12/13,Betis,Rayo Vallecano,2,2,D,1,0,H,12,9,4,5,21,16,8,4,3,5,0,0,1.91,3.4,4.0,1.95,3.3,4.0,4,13
7189,SP1,01/12/13,Granada,Sevilla,1,2,A,0,1,A,17,13,8,7,13,14,8,3,4,7,0,0,2.8,3.25,2.5,2.85,3.2,2.5,27,16
7190,SP1,01/12/13,Valencia,Osasuna,3,0,H,1,0,H,24,6,11,1,15,11,7,1,1,1,0,1,1.4,4.5,8.0,1.45,4.2,7.25,17,12
7191,SP1,13/12/13,Levante,Elche,2,1,H,1,1,D,9,7,3,2,11,9,5,3,4,4,0,0,2.3,3.1,3.25,2.3,3.1,3.3,31,7
7192,SP1,14/12/13,Barcelona,Villarreal,2,1,H,1,0,H,13,3,7,1,7,12,7,4,1,1,0,0,1.29,5.5,11.0,1.3,5.25,9.25,3,19
7193,SP1,14/12/13,Malaga,Getafe,1,0,H,0,0,D,21,6,4,3,17,14,7,4,4,4,0,0,2.0,3.4,3.75,1.95,3.4,3.9,33,9
7194,SP1,14/12/13,Osasuna,Real Madrid,2,2,D,2,1,H,11,17,7,4,9,14,5,6,4,1,1,1,11.0,6.5,1.22,12.0,6.0,1.22,12,14
7195,SP1,14/12/13,Rayo Vallecano,Granada,0,2,A,0,1,A,17,13,8,3,20,21,7,3,4,5,1,0,2.05,3.3,3.6,1.95,3.3,4.0,13,27
7196,SP1,15/12/13,Almeria,Espanyol,0,0,D,0,0,D,10,16,4,6,10,17,5,5,0,2,0,0,2.7,3.2,2.63,2.6,3.25,2.65,0,8
7197,SP1,15/12/13,Atletico Madrid,Valencia,3,0,H,0,0,D,14,3,6,0,9,14,8,1,2,4,0,0,1.33,4.75,10.0,1.36,4.5,9.0,2,17
7198,SP1,15/12/13,Sevilla,Athletic Club,1,1,D,1,1,D,14,13,2,4,21,9,8,9,4,2,0,0,1.95,3.5,3.75,2.0,3.6,3.5,16,1
7199,SP1,15/12/13,Real Sociedad,Betis,5,1,H,1,1,D,20,15,9,4,8,12,11,1,4,2,0,0,1.73,3.6,4.75,1.65,3.8,5.0,15,4
7200,SP1,16/12/13,Valladolid,Celta Vigo,3,0,H,0,0,D,11,14,6,3,17,17,7,5,3,1,0,1,2.38,3.25,3.0,2.3,3.3,3.1,18,6
7201,SP1,20/12/13,Elche,Malaga,0,1,A,0,1,A,8,6,2,2,17,14,7,2,3,4,1,0,2.3,3.2,3.2,2.45,3.1,3.0,7,33
7202,SP1,21/12/13,Atletico Madrid,Levante,3,2,H,1,1,D,16,8,6,4,16,18,10,6,3,5,0,1,1.14,7.5,17.0,1.15,7.25,17.5,2,31
7203,SP1,21/12/13,Betis,Almeria,0,1,A,0,1,A,25,14,8,7,9,17,11,2,0,2,0,0,1.73,3.75,4.5,1.75,3.6,4.6,4,0
7204,SP1,21/12/13,Granada,Real Sociedad,1,3,A,1,2,A,23,11,8,7,16,9,8,2,3,1,0,0,2.4,3.3,2.88,2.45,3.3,2.85,27,15
7205,SP1,21/12/13,Villarreal,Sevilla,1,2,A,0,1,A,13,12,5,4,13,25,11,4,3,4,0,1,1.85,3.6,4.0,1.83,3.6,4.2,19,16
7206,SP1,22/12/13,Athletic Club,Rayo Vallecano,2,1,H,1,0,H,24,14,9,5,11,21,8,7,0,2,0,0,1.44,4.33,7.0,1.45,4.33,7.0,1,13
7207,SP1,22/12/13,Celta Vigo,Osasuna,1,1,D,1,1,D,14,13,6,4,14,15,5,7,0,3,0,0,1.8,3.5,4.5,1.8,3.5,4.5,6,12
7208,SP1,22/12/13,Espanyol,Valladolid,4,2,H,2,0,H,13,9,7,4,23,13,2,4,3,1,0,0,1.8,3.4,4.75,1.75,3.4,5.0,8,18
7209,SP1,22/12/13,Getafe,Barcelona,2,5,A,2,3,A,12,15,2,7,26,7,7,1,4,3,0,0,7.0,4.75,1.4,7.25,4.5,1.42,9,3
7210,SP1,22/12/13,Valencia,Real Madrid,2,3,A,1,2,A,12,12,5,5,12,13,3,6,2,2,0,0,5.5,4.0,1.57,5.5,4.25,1.55,17,14
7211,SP1,04/01/14,Almeria,Granada,3,0,H,2,0,H,18,5,8,3,18,10,9,9,3,3,0,0,2.4,3.2,3.0,2.3,3.25,3.1,0,27
7212,SP1,04/01/14,Malaga,Atletico Madrid,0,1,A,0,0,D,12,9,3,6,20,14,5,8,4,6,0,0,6.0,4.1,1.53,7.0,3.9,1.5,33,2
7213,SP1,04/01/14,Valencia,Levante,2,0,H,1,0,H,17,7,5,2,17,24,7,5,3,1,0,0,1.44,4.2,7.5,1.45,4.2,7.25,17,31
7214,SP1,04/01/14,Valladolid,Betis,0,0,D,0,0,D,10,6,3,3,6,10,10,6,1,0,0,0,2.38,3.25,3.0,2.35,3.3,2.95,18,4
7215,SP1,05/01/14,Barcelona,Elche,4,0,H,2,0,H,13,3,6,0,12,17,1,2,2,2,0,0,1.07,11.0,26.0,1.09,9.5,23.0,3,7
7216,SP1,05/01/14,Osasuna,Espanyol,1,0,H,1,0,H,11,13,4,3,9,15,1,10,3,7,0,0,2.4,3.2,3.0,2.3,3.1,3.25,12,8
7217,SP1,05/01/14,Sevilla,Getafe,3,0,H,1,0,H,20,9,7,1,13,14,9,2,2,2,0,0,1.53,4.2,5.75,1.55,4.1,5.75,16,9
7218,SP1,05/01/14,Real Sociedad,Athletic Club,2,0,H,1,0,H,8,13,4,3,11,15,5,4,2,3,0,0,2.15,3.4,3.3,2.2,3.25,3.3,15,1
7219,SP1,06/01/14,Real Madrid,Celta Vigo,3,0,H,0,0,D,18,15,8,1,12,9,12,9,0,2,0,0,1.1,9.0,21.0,1.09,9.75,21.0,14,6
7220,SP1,06/01/14,Rayo Vallecano,Villarreal,2,5,A,0,3,A,19,12,8,6,14,18,11,5,3,3,0,0,3.3,3.4,2.15,3.5,3.4,2.05,13,19
7221,SP1,10/01/14,Granada,Valladolid,4,0,H,2,0,H,15,10,8,1,11,13,8,5,0,3,0,0,2.0,3.3,3.8,2.0,3.3,3.8,27,18
7222,SP1,11/01/14,Athletic Club,Almeria,6,1,H,3,1,H,15,9,7,2,13,10,8,6,2,1,0,0,1.4,4.5,7.5,1.4,4.5,7.75,1,0
7223,SP1,11/01/14,Atletico Madrid,Barcelona,0,0,D,0,0,D,6,9,2,2,17,9,7,6,2,3,0,0,3.1,3.5,2.2,3.2,3.4,2.2,2,3
7224,SP1,11/01/14,Celta Vigo,Valencia,2,1,H,0,1,A,21,11,8,2,7,14,4,2,0,2,0,0,3.1,3.3,2.3,3.0,3.25,2.35,6,17
7225,SP1,11/01/14,Elche,Sevilla,1,1,D,0,0,D,10,10,3,3,7,23,8,5,2,3,0,0,3.3,3.4,2.15,3.5,3.25,2.1,7,16
7226,SP1,12/01/14,Betis,Osasuna,1,2,A,0,1,A,22,7,8,3,20,11,8,3,4,2,1,1,1.8,3.5,4.5,1.8,3.5,4.5,4,12
7227,SP1,12/01/14,Espanyol,Real Madrid,0,1,A,0,0,D,11,23,1,8,19,12,3,8,2,1,0,0,7.5,5.5,1.33,8.0,5.0,1.35,8,14
7228,SP1,12/01/14,Getafe,Rayo Vallecano,0,1,A,0,1,A,14,14,5,5,19,14,12,7,5,1,0,0,2.0,3.4,3.75,1.95,3.5,3.75,9,13
7229,SP1,12/01/14,Levante,Malaga,1,0,H,1,0,H,8,22,5,6,24,16,4,7,4,5,0,0,2.5,3.2,2.88,2.5,3.25,2.8,31,33
7230,SP1,13/01/14,Villarreal,Real Sociedad,5,1,H,3,0,H,22,8,11,4,16,13,8,6,2,4,0,0,1.91,3.5,4.0,1.85,3.6,4.1,19,15
7231,SP1,17/01/14,Malaga,Valencia,0,0,D,0,0,D,17,11,6,4,17,17,5,5,2,4,0,0,2.7,3.2,2.63,2.7,3.2,2.6,33,17
7232,SP1,18/01/14,Betis,Real Madrid,0,5,A,0,3,A,7,21,1,11,18,13,0,7,3,1,0,0,8.5,6.0,1.29,11.0,5.5,1.26,4,14
7233,SP1,18/01/14,Elche,Rayo Vallecano,2,0,H,1,0,H,15,7,10,1,13,7,7,1,2,2,0,1,2.38,3.2,3.0,2.25,3.2,3.2,7,13
7234,SP1,18/01/14,Espanyol,Celta Vigo,1,0,H,0,0,D,8,12,3,2,15,14,3,8,1,1,0,0,2.0,3.25,3.9,1.91,3.3,4.2,8,6
7235,SP1,18/01/14,Granada,Osasuna,0,0,D,0,0,D,17,8,3,0,11,12,7,0,1,3,0,0,2.0,3.2,4.0,1.95,3.3,4.0,27,12
7236,SP1,19/01/14,Atletico Madrid,Sevilla,1,1,D,1,0,H,16,10,2,3,13,15,8,3,3,2,0,1,1.36,4.75,8.5,1.33,4.75,9.5,2,16
7237,SP1,19/01/14,Getafe,Real Sociedad,2,2,D,1,2,A,16,9,5,6,21,12,9,3,3,2,1,0,3.0,3.4,2.3,2.95,3.3,2.35,9,15
7238,SP1,19/01/14,Levante,Barcelona,1,1,D,1,1,D,7,17,4,6,13,11,2,8,3,1,0,0,15.0,7.0,1.17,15.0,6.5,1.19,31,3
7239,SP1,19/01/14,Villarreal,Almeria,2,0,H,1,0,H,12,13,2,4,15,15,9,7,2,1,0,0,1.33,5.0,9.0,1.33,4.75,9.5,19,0
7240,SP1,20/01/14,Athletic Club,Valladolid,4,2,H,0,1,A,23,7,14,4,6,13,11,0,2,4,0,0,1.36,4.75,8.5,1.33,4.75,9.5,1,18
7241,SP1,24/01/14,Celta Vigo,Betis,4,2,H,3,1,H,10,13,5,5,17,15,2,4,2,3,0,1,2.1,3.4,3.4,2.0,3.4,3.7,6,4
7242,SP1,25/01/14,Real Madrid,Granada,2,0,H,0,0,D,23,8,8,2,11,14,4,1,4,2,0,0,1.05,15.0,26.0,1.07,11.5,23.0,14,27
7243,SP1,25/01/14,Sevilla,Levante,2,3,A,1,1,D,28,7,10,6,15,15,7,3,3,3,1,1,1.36,4.75,8.5,1.35,4.75,9.0,16,31
7244,SP1,25/01/14,Valencia,Espanyol,2,2,D,2,2,D,15,9,5,2,13,11,10,4,3,0,0,0,1.53,4.0,6.0,1.57,3.8,6.0,17,8
7245,SP1,25/01/14,Valladolid,Villarreal,1,0,H,1,0,H,8,4,2,2,19,13,8,2,4,0,0,0,4.0,3.3,1.95,3.9,3.5,1.91,18,19
7246,SP1,26/01/14,Almeria,Getafe,1,0,H,0,0,D,7,16,4,5,19,16,10,12,2,2,0,0,2.4,3.2,3.0,2.35,3.25,3.0,0,9
7247,SP1,26/01/14,Barcelona,Malaga,3,0,H,1,0,H,23,4,10,2,13,16,15,2,1,3,0,0,1.08,10.0,23.0,1.08,11.0,21.0,3,33
7248,SP1,26/01/14,Osasuna,Athletic Club,1,5,A,1,2,A,11,19,1,9,24,13,1,8,3,4,1,0,3.5,3.2,2.15,3.4,3.25,2.15,12,1
7249,SP1,26/01/14,Rayo Vallecano,Atletico Madrid,2,4,A,1,3,A,13,15,6,7,16,13,8,9,2,1,0,0,8.0,4.5,1.4,7.75,4.5,1.4,13,2
7250,SP1,27/01/14,Real Sociedad,Elche,4,0,H,2,0,H,7,18,5,6,9,8,4,6,1,2,0,0,1.5,4.0,7.0,1.48,4.1,6.75,15,7
7251,SP1,31/01/14,Granada,Celta Vigo,1,2,A,1,1,D,16,10,3,3,10,14,9,4,2,4,0,0,2.1,3.5,3.25,2.0,3.4,3.7,27,6
7252,SP1,01/02/14,Barcelona,Valencia,2,3,A,1,1,D,20,8,5,4,18,8,9,5,2,3,1,0,1.13,8.0,19.0,1.13,8.0,17.0,3,17
7253,SP1,01/02/14,Getafe,Valladolid,0,0,D,0,0,D,7,10,1,2,11,13,2,9,2,3,0,0,2.0,3.4,3.75,1.91,3.4,4.0,9,18
7254,SP1,01/02/14,Levante,Rayo Vallecano,0,0,D,0,0,D,11,16,2,5,23,20,6,6,2,3,0,0,2.15,3.3,3.4,2.2,3.2,3.4,31,13
7255,SP1,01/02/14,Malaga,Sevilla,3,2,H,1,0,H,14,11,7,4,12,14,3,5,3,5,0,0,2.8,3.4,2.4,2.85,3.25,2.45,33,16
7256,SP1,02/02/14,Athletic Club,Real Madrid,1,1,D,0,0,D,9,10,3,3,13,14,6,3,1,1,0,1,5.25,4.0,1.62,4.75,4.33,1.6,1,14
7257,SP1,02/02/14,Atletico Madrid,Real Sociedad,4,0,H,1,0,H,12,10,6,2,16,13,6,7,3,2,0,0,1.3,5.0,10.0,1.31,5.0,9.75,2,15
7258,SP1,02/02/14,Betis,Espanyol,2,0,H,0,0,D,13,6,3,1,15,15,8,5,3,1,0,0,2.3,3.2,3.2,2.3,3.3,3.1,4,8
7259,SP1,02/02/14,Elche,Almeria,1,0,H,0,0,D,13,10,5,3,14,18,8,3,3,3,1,0,2.0,3.4,3.75,1.95,3.3,4.0,7,0
7260,SP1,03/02/14,Villarreal,Osasuna,3,1,H,0,0,D,13,10,8,2,17,8,5,2,2,1,0,0,1.33,5.0,9.0,1.37,4.4,9.25,19,12
7261,SP1,07/02/14,Espanyol,Granada,1,0,H,0,0,D,13,13,5,1,17,19,3,3,4,5,1,0,1.8,3.5,4.5,1.78,3.4,4.75,8,27
7262,SP1,08/02/14,Almeria,Atletico Madrid,2,0,H,0,0,D,7,12,3,1,21,8,2,1,2,2,0,1,10.0,5.25,1.29,10.0,5.0,1.3,0,2
7263,SP1,08/02/14,Real Madrid,Villarreal,4,2,H,2,1,H,13,10,6,3,10,7,6,3,0,2,0,0,1.33,5.0,8.5,1.35,5.0,8.0,14,19
7264,SP1,08/02/14,Valencia,Betis,5,0,H,2,0,H,18,9,9,2,7,15,9,9,0,2,0,0,1.44,4.33,7.0,1.44,4.4,7.0,17,4
